Time,L_PWM,R_PWM,L_Force_kg,R_Force_kg,L_Hip_Joint,L_Hip_Vert,L_Knee,L_Ankle,R_Hip_Joint,R_Hip_Vert,R_Knee,R_Ankle
0.28,0.0,0.0,60.900000000000006,0.0,11.200000000000001,6.1000000000000005,10.100000000000001,7.1000000000000005,10.4,-14.8,62.800000000000004,-1.4000000000000001
0.29,0.0,1.8,61.900000000000006,0.0,9.8,4.948585844041094,8.6,3.5,8.1,-14.88701162963288,64.6114008339039,-1.0
0.3,0.0,1.2000000000000002,60.800000000000004,4.5,16.1,4.5,8.1,5.2,5.0,-15.700000000000001,65.0,1.2000000000000002
0.31,3.0,0.0,60.0,2.4000000000000004,16.900000000000002,3.6,9.200000000000001,4.5,6.0,-15.5,67.28547249679475,2.6217829776140893
0.32,0.4,0.0,58.6,1.5,16.225635605474363,5.300000000000001,7.1000000000000005,3.7,4.77017995813422,-15.5,67.25307271796505,3.6
0.33,0.0,0.0,59.5,0.0,16.62941345617323,3.2,5.428392527914189,4.356702807903752,4.9,-13.8,65.8,2.2
0.34,1.8,0.0,58.300000000000004,0.0,19.19945970527638,4.3,4.7,3.3000000000000003,3.0570534295237324,-14.07591823420679,63.900000000000006,4.708101623624827
0.35000000000000003,0.0,3.2,59.6,0.0,19.5,3.7,4.301928008239527,-0.4,-0.1,-13.200000000000001,62.70373102590036,4.2
0.36,0.2,0.4,56.6,0.0,20.200000000000003,2.580863264852395,5.300000000000001,-0.5,1.6,-14.700000000000001,62.7,4.0
0.37,0.0,1.0,57.2,0.7000000000000001,20.8,3.163032394670233,3.1357951945402336,-1.3,-1.1,-14.0,62.7,5.500053967713213
0.38,0.0,1.0,59.7,0.0,22.400000000000002,2.4000000000000004,3.0,-2.6,0.527280449286174,-13.700000000000001,62.300000000000004,6.6000000000000005
0.39,0.4,0.0,59.800000000000004,0.6000000000000001,24.6,2.2,1.9000000000000001,-2.2,-2.925031893566068,-9.600000000000001,58.6,8.9
0.4,1.6,2.2,62.0,0.0,25.239474757083133,-0.13009176871720424,1.7891378093363748,-2.7604280825252,-3.5,-12.0,57.2,10.5
0.41000000000000003,0.0,0.0,62.2,0.0,24.400000000000002,1.3087703228341476,1.0,-1.3,-5.1000000000000005,-11.5,52.800000000000004,8.1
0.42,0.2,2.2,65.2,0.0,28.3,3.7,1.73886932147848,-6.1000000000000005,-5.5,-11.100000000000001,51.0,11.200000000000001
0.43,0.0,0.0,67.9,0.0,29.0,3.2,1.0,-5.2,-6.5,-8.6,48.1,10.147084740148502
0.44,0.0,2.6,70.10000000000001,3.6,31.6,-0.9,1.5740227166395546,-6.980818141387495,-4.800000000000001,-12.0,41.300000000000004,13.100000000000001
0.45,0.0,0.6000000000000001,74.7,1.0,26.37676684371943,-0.5435956476135212,1.0,-6.837838184318036,-8.4,-9.600000000000001,39.6,12.4
0.46,0.0,3.8000000000000003,83.10000000000001,0.0,28.09105986972383,0.9362434130141157,-0.1,-10.3,-6.389109513896996,-10.86635541037404,37.4,12.8
0.47000000000000003,2.2,0.0,87.5,1.1,25.6398596910569,-2.0,-2.1,-9.0,-6.881222696445453,-11.3,32.5,15.762965040049114
0.48,0.4,0.2,94.4,0.0,29.400000000000002,-2.2,1.2780216406990572,-11.100000000000001,-6.6000000000000005,-8.8,26.5,14.9
0.49,0.0,0.0,103.2,1.9000000000000001,28.6,-0.30000000000000004,-0.1,-11.9,-8.6,-6.9,20.700000000000003,16.1
0.51,0.8,0.0,111.5,0.0,32.2,-2.7,0.8,-12.8,-10.202876331270836,-7.7,18.7,14.639599895168093
0.52,0.0,0.6000000000000001,118.0,0.0,29.900000000000002,-2.9000000000000004,2.7,-11.8,-9.362364788697281,-5.7,14.5,19.200000000000003
0.53,0.0,2.6,125.7,2.9000000000000004,29.1,-2.5538500320762854,2.4000000000000004,-10.700000000000001,-8.605620515902027,-5.5,8.9,19.919124041113662
0.54,0.6000000000000001,4.800000000000001,130.9,0.0,30.8,-0.8,1.8,-12.8,-9.3,-5.2,5.5,19.8
0.55,2.2,0.0,138.3,75.2,28.63962567164716,-3.5,1.0,-13.243495404226287,-8.521509137695823,-2.5,1.7000000000000002,-0.7000000000000001
0.56,1.6,0.0,136.70000000000002,82.5,31.400000000000002,-5.0,0.4,-12.3,-7.9,-4.3,4.4,3.9758996073299633
0.5700000000000001,0.0,1.2000000000000002,136.4,92.5,27.6,-6.800000000000001,0.4553120624199001,-14.600000000000001,-8.9,-3.3445260364090066,3.3423225878486233,3.1
0.58,0.0,0.0,134.9,96.30000000000001,29.41857127688247,-5.800000000000001,0.5,-15.8,-9.700000000000001,-5.572395104113062,7.109637983270237,4.74016691456323
0.59,0.6000000000000001,1.0,127.4,102.2,27.1,-6.625325257933262,1.8,-14.5,-11.860398447703838,-3.0,10.9,10.3
0.6,1.6,0.0,122.0,115.10000000000001,28.6,-9.1,2.9000000000000004,-15.200000000000001,-9.9,-2.5,14.3,8.8
0.61,0.0,0.8,110.4,125.4,31.3,-6.800000000000001,0.9,-15.152512746656877,-8.663843571575006,-2.6,16.0,12.600000000000001
0.62,0.0,1.4000000000000001,103.7,133.8,29.900000000000002,-7.800000000000001,-1.4000000000000001,-15.700000000000001,-9.600000000000001,0.7000000000000001,17.447165060461952,14.700000000000001
0.63,0.0,0.4,96.80000000000001,136.0,28.3,-7.800000000000001,0.2295581836542283,-12.700000000000001,-7.833596005292359,-0.1,17.2,16.7929294917861
0.64,0.0,1.2000000000000002,88.0,138.1,28.700000000000003,-9.3,3.6,-13.8,-6.0,3.7,17.0,18.5
0.65,1.8,1.8,79.0,142.20000000000002,27.835898054712224,-9.700000000000001,1.8,-13.78188274495605,-5.9,-1.7000000000000002,15.700000000000001,20.1
0.66,2.4000000000000004,0.0,2.1,134.5,27.258877326695625,-11.600000000000001,2.1,-15.4,-4.800000000000001,2.2,15.3,20.63142273280731
0.67,0.0,0.0,0.0,132.8,24.33649949762078,-12.104990473140916,6.1000000000000005,-12.808254392890627,-5.300000000000001,1.7000000000000002,11.200000000000001,19.200000000000003
0.68,2.0,0.0,0.8,127.9,25.882061990655025,-10.700000000000001,9.600000000000001,-13.479826895924422,-4.5,1.5,10.200000000000001,20.0
0.6900000000000001,0.6000000000000001,3.6,4.1000000000000005,120.4,21.200000000000003,-12.04778655489705,17.69170552362327,-11.9,-4.5,1.4000000000000001,6.7,15.9
0.7000000000000001,0.0,0.0,1.7000000000000002,110.10000000000001,22.8,-13.5,19.200000000000003,-9.9,-2.6,3.0,3.7,18.08888365170474
0.71,1.0,3.6,4.3,103.0,22.067833151242823,-9.700000000000001,25.6,-9.1,-0.6000000000000001,4.9,0.7000000000000001,17.400000000000002
0.72,2.2,0.0,0.0,89.2,22.5,-14.0,27.47291166139114,-9.3,2.1,2.3000000000000003,15.600000000000001,17.1
0.73,0.6000000000000001,0.0,0.0,86.0,20.673936983634206,-11.600000000000001,32.9,-10.600000000000001,0.9,4.0,15.700000000000001,17.0
0.74,2.4000000000000004,1.0,0.0,80.4,18.0,-15.0,38.400000000000006,-4.1000000000000005,2.6,4.0,15.600000000000001,14.600000000000001
0.75,0.0,0.6000000000000001,0.0,73.0,17.5,-12.885928977527279,40.7,-4.7,4.4,4.1000000000000005,12.100000000000001,11.5
0.76,1.4000000000000001,1.0,1.4000000000000001,70.2,17.8,-14.0,44.2,-5.1000000000000005,2.152596101835392,5.4,13.600000000000001,12.100000000000001
0.77,0.0,0.0,1.4000000000000001,67.5,16.400000000000002,-14.608607394194742,48.0,-6.1000000000000005,6.958998555634962,5.300000000000001,14.200000000000001,10.0
0.78,0.0,2.6,1.1,63.900000000000006,14.700000000000001,-13.8,49.5,-4.5,6.978654739855382,6.0,12.763645111827046,9.3
0.79,0.2,1.4000000000000001,0.4,63.0,13.600000000000001,-14.0,52.17317902776166,-4.2,4.347225980174171,5.2,10.9,7.800000000000001
0.8,0.0,0.6000000000000001,2.3000000000000003,59.5,13.9,-15.200000000000001,57.400000000000006,-1.2000000000000002,8.3,6.211370648184958,11.106830510459485,8.4
0.81,0.0,0.0,0.0,60.800000000000004,11.29179685080139,-15.3,58.300000000000004,-1.5743668213519841,9.1,4.256950779651519,10.700000000000001,7.7
0.8200000000000001,0.0,0.0,0.0,60.7,10.675119200460447,-16.122994153389847,61.7,-2.1,10.5,7.800000000000001,11.100000000000001,5.300000000000001
0.8300000000000001,3.2,0.0,0.0,60.800000000000004,12.18205675860165,-13.82931628893834,63.84013999412293,-0.8720037797611221,13.0,6.4,12.629812504800645,8.6
0.84,0.0,0.0,1.1,58.2,6.7,-15.700000000000001,65.2,1.9000000000000001,15.0,7.800000000000001,11.0,9.8
0.85,0.0,0.2,0.0,60.300000000000004,5.063497848607165,-14.100000000000001,62.800000000000004,3.297787730565306,13.9,4.4,9.8,6.4
0.86,0.0,0.0,0.0,60.800000000000004,7.1000000000000005,-13.184597692234124,64.60000000000001,4.0,14.8,5.2,7.6000000000000005,4.0
0.87,1.6,1.8,0.5,55.800000000000004,4.2,-13.5,66.43339166004611,3.9000000000000004,16.6,6.100857792186872,8.0,3.2
0.88,0.6000000000000001,0.0,0.0,61.7,3.6,-14.5,66.4,3.5,17.605851615316084,4.458245807798395,4.2,1.8
0.89,0.0,0.4,0.0,59.0,1.9000000000000001,-12.30837829689677,68.10000000000001,0.7000000000000001,16.900000000000002,2.9000000000000004,5.300000000000001,1.335093082743324
0.9,0.6000000000000001,0.0,0.0,60.1,1.4796176765559,-13.600000000000001,63.6,5.800000000000001,21.6,6.2,5.800000000000001,0.8
0.91,0.6000000000000001,1.0,2.2,62.400000000000006,2.7072283814542004,-14.532034071097009,65.0,6.2,20.0,3.1,6.1025540731125725,-0.4
0.92,1.2000000000000002,0.0,0.0,56.900000000000006,0.8,-12.9,62.7,7.2,23.8,4.6000000000000005,5.800000000000001,2.2
0.93,0.0,0.4,0.0,59.6,-0.1,-11.5,58.5,7.9,24.0,5.300000000000001,5.059106635598748,-2.2
0.9400000000000001,0.0,1.0,1.5,59.800000000000004,-3.7,-12.600000000000001,57.800000000000004,7.1000000000000005,25.1,6.723594720172322,3.9000000000000004,-0.48633708815549515
0.9500000000000001,0.0,0.0,0.0,60.5,-4.305814629190894,-10.4,56.5,10.200000000000001,24.18732617320293,3.2046501713897886,3.7,-2.5
0.96,0.0,2.0,0.0,65.9,-7.1000000000000005,-11.981089091851318,51.5,11.100000000000001,23.438871609461277,2.4000000000000004,0.8,-1.3
0.97,0.4,0.0,1.2000000000000002,63.1,-5.515328123876409,-11.4,48.1,11.9,25.6,1.3,-0.30000000000000004,-4.4
0.98,0.6000000000000001,0.0,0.0,66.3,-4.1000000000000005,-11.4,45.300000000000004,13.100000000000001,26.1,1.1,0.4,-6.4
0.99,0.2,0.0,1.9000000000000001,71.10000000000001,-5.300000000000001,-8.79349277169633,44.400000000000006,13.5,25.6,1.2000000000000002,0.4,-7.2
1.0,0.0,0.0,0.0,72.60000000000001,-6.7,-9.200000000000001,39.800000000000004,13.100000000000001,28.8,1.7000000000000002,-1.7000000000000002,-7.235895336641628
1.01,0.0,1.0,0.2,80.5,-7.075354787114289,-9.8,35.800000000000004,14.3,28.700000000000003,1.3,1.4000000000000001,-8.885033683653047
1.02,0.0,0.0,1.1,87.2,-8.260649002860669,-8.6,31.8,15.3,28.6,-0.3546426462587703,1.9000000000000001,-8.930865523729812
1.03,0.0,2.8000000000000003,0.2,94.9,-7.7,-11.3,26.6,16.092988275812488,31.0,1.1,1.4000000000000001,-10.8
1.04,0.0,0.6000000000000001,0.9,102.4,-7.4,-6.1000000000000005,23.400000000000002,18.0,31.69531363314785,-0.6000000000000001,4.5,-10.5
1.05,0.0,0.0,0.2,110.9,-10.5,-6.7,17.3,18.35110280842689,29.900000000000002,-0.5,0.5,-10.200000000000001
1.06,0.6000000000000001,0.0,3.5,116.9,-8.5,-8.8,16.400000000000002,20.900000000000002,32.1,-1.531686462842823,0.4,-11.600000000000001
1.07,3.4000000000000004,0.8,2.8000000000000003,127.5,-7.9,-7.0,12.3,21.942655711514185,32.7815238628401,-1.7000000000000002,-0.0,-15.700000000000001
1.08,1.2000000000000002,1.6,0.0,135.9,-9.574321077709762,-5.2,2.8000000000000003,20.1,28.74412195287457,-4.689396654747962,0.0,-14.0
1.09,0.6000000000000001,2.4000000000000004,1.1,136.6,-8.3,-5.7,0.30000000000000004,16.3,29.700000000000003,-5.6000000000000005,-0.30000000000000004,-14.100000000000001
1.1,0.0,1.8,75.60000000000001,136.5,-6.2,-3.7,0.2,1.7103307878388945,31.13495176661927,-3.9000000000000004,-1.4000000000000001,-14.700000000000001
1.11,0.0,0.4,88.80000000000001,139.70000000000002,-9.3,-3.1,3.8053530885357185,2.2,33.800000000000004,-3.4000000000000004,0.4,-15.108807737210585
1.12,0.0,0.0,90.2,133.9,-7.816799929788233,-2.1,8.911611080041572,4.3,30.400000000000002,-4.7,1.2000000000000002,-14.0
1.1300000000000001,0.8,3.0,97.60000000000001,137.20000000000002,-8.8,-4.800000000000001,10.100000000000001,6.800000000000001,30.5,-3.8000000000000003,2.908288600154722,-14.0
1.1400000000000001,4.0,0.0,108.80000000000001,127.80000000000001,-7.5,-1.5,12.9,8.5,30.1,-4.800000000000001,4.2,-14.4
1.1500000000000001,0.0,1.0,121.10000000000001,124.10000000000001,-7.4,-1.6,18.3,11.4,31.900000000000002,-6.800000000000001,2.9000000000000004,-13.200000000000001
1.16,0.4,0.0,123.5,111.5,-7.7,-1.7000000000000002,15.597432557055031,10.270315393718997,28.900000000000002,-7.028841786542951,0.1,-11.3
1.17,0.0,0.0,130.3,107.7,-9.175555783216245,-1.0,18.3,11.9,28.0,-8.6,-0.4,-15.5
1.18,0.0,0.0,136.5,97.5,-7.7,-1.8641327945070505,16.8,15.3,28.1,-9.1,-0.1,-15.3
1.19,2.2,0.0,140.3,89.60000000000001,-5.4,0.1,15.3,17.5,27.6,-11.200000000000001,2.1,-15.200000000000001
1.2,1.0,0.0,139.3,81.7,-5.800000000000001,1.6,15.0,19.541960341942143,28.5,-10.0,0.30000000000000004,-15.3
1.21,2.0,0.0,133.4,0.2,-3.9000000000000004,2.6,14.700000000000001,19.74149319017703,27.0,-8.9,0.2,-12.600000000000001
1.22,0.0,0.0,132.9,1.5,-4.434801981752595,2.6,12.0,19.400000000000002,26.5,-9.600000000000001,5.911173790584248,-16.0
1.23,3.2,1.4000000000000001,125.4,0.9,-1.7000000000000002,5.76174758988765,9.9,19.3,25.3,-10.200000000000001,12.100000000000001,-13.032970441574797
1.24,0.0,0.0,118.80000000000001,0.0,-1.936968201190871,5.4,7.689166654287881,19.400000000000002,23.034366837541945,-11.0,16.7,-10.5
1.25,1.4000000000000001,0.2,109.0,0.0,-2.6,3.8000000000000003,5.300000000000001,19.84891841643661,23.5,-11.588593501527262,20.200000000000003,-11.100000000000001
1.26,3.8000000000000003,0.2,99.9,0.0,-0.6000000000000001,3.428566660194446,3.6,14.3,22.901228474305025,-13.677735029763916,25.722870924847538,-10.9
1.27,0.0,0.8,96.4,0.6000000000000001,-1.9000000000000001,5.4,15.600000000000001,15.0,21.3,-12.700000000000001,26.52612115151655,-8.6
1.28,0.0,0.0,86.0,0.0,-0.5,5.2,15.8,12.600000000000001,19.0,-12.600000000000001,33.52707726882106,-7.2
1.29,0.4,2.2,79.5,2.4000000000000004,1.1845627037036162,2.2,12.600000000000001,11.5,18.528943839881546,-14.4,38.416344439363904,-7.2
1.3,0.0,0.0,74.9,0.0,3.1,6.2,15.741547688121834,14.237405656313898,18.8,-15.377769567067046,40.2,-7.647798388433289
1.31,0.0,6.0,70.2,0.9,2.6,5.0,12.200000000000001,13.3,18.8,-12.200000000000001,43.800000000000004,-5.300000000000001
1.32,0.0,0.0,69.9,0.0,6.8307702369044065,4.7,15.200000000000001,12.8,18.6,-13.600000000000001,45.900000000000006,-5.5
1.33,0.0,1.4000000000000001,64.60000000000001,2.0,7.7,4.017351678681726,13.9,12.8,15.3,-13.600000000000001,53.2,-3.3288113460550046
1.34,0.4,0.0,62.800000000000004,0.0,7.4,6.6000000000000005,12.96256127035203,10.8,13.5,-13.3,53.300000000000004,-1.7000000000000002
1.35,0.0,1.4000000000000001,63.5,1.0,7.074634824724231,6.4,12.091844678971624,9.5,12.700000000000001,-15.200000000000001,57.0,-5.7
1.36,2.8000000000000003,0.4,63.5,0.0,9.4,7.9,9.68445619079879,11.200000000000001,10.8,-14.56849260093174,59.7,-1.7000000000000002
1.37,0.0,0.0,58.900000000000006,2.3000000000000003,9.756325340889868,6.7,8.4,6.9,11.767935335926456,-12.3,62.7,-3.1
1.3800000000000001,0.0,1.8,59.1,1.8,11.200000000000001,4.3,10.5,7.0,12.307322295755625,-14.700000000000001,62.400000000000006,2.7
1.3900000000000001,1.8,0.0,62.300000000000004,1.3,12.263170953520635,5.6000000000000005,9.0,5.349778438782007,7.7,-14.4,63.2,0.10363720237241258
1.4000000000000001,0.0,0.4,60.6,0.0,11.4,6.2,8.1,2.7,6.0,-14.764644977204169,65.07158111864187,2.3000000000000003
1.41,1.0,0.0,62.2,1.7000000000000002,15.100000000000001,6.0,8.8,1.8,7.5,-14.8,67.10000000000001,2.2
1.42,1.6,0.0,56.300000000000004,0.0,16.7,5.2,8.200000000000001,3.2,5.5,-12.4,65.60000000000001,2.1
1.43,0.0,4.2,63.0,2.2,19.1,5.300000000000001,6.699815072025115,4.800000000000001,4.448384592284755,-16.5,64.60000000000001,2.7
1.44,0.0,1.2000000000000002,57.7,2.5,18.7,6.1000000000000005,10.3,3.8000000000000003,4.800000000000001,-13.942272827373282,63.6,6.6000000000000005
1.45,0.8,0.8,60.2,2.2,22.400000000000002,5.800000000000001,7.1000000000000005,2.8000000000000003,0.2,-12.81567328429276,63.2,6.6000000000000005
1.46,1.4000000000000001,0.0,59.400000000000006,0.0,18.53587449685296,4.2,5.595763187454518,-0.5,-0.8,-10.78128774796402,64.69042357558395,8.6
1.47,0.0,0.2,58.400000000000006,0.7000000000000001,23.1,0.4,3.5018889531651083,0.9,-0.30000000000000004,-13.9,61.900000000000006,7.1000000000000005
1.48,0.0,0.2,57.6,0.0,21.900000000000002,1.6,4.3,-3.2,-1.0,-13.70014137126088,59.82761299726145,8.200000000000001
1.49,1.2000000000000002,1.2000000000000002,58.0,1.4000000000000001,24.1,3.5,1.6,-2.3000000000000003,-2.4000000000000004,-12.9,57.6,8.4
1.51,0.0,0.0,61.300000000000004,0.30000000000000004,24.1,0.2,1.1,-3.3000000000000003,0.1,-10.630932405324522,56.300000000000004,9.200000000000001
1.52,1.2000000000000002,2.0,60.800000000000004,0.0,26.6,4.3,4.3,-3.725531381187673,-4.1000000000000005,-10.9,53.2,9.1
1.53,0.0,0.0,61.900000000000006,0.0,26.1,4.0,1.9000000000000001,-2.1,-5.220904156948204,-12.294729042983331,50.300000000000004,11.198156096777735
1.54,0.0,3.6,67.5,0.2,26.3,2.5,0.7000000000000001,-5.5,-5.1000000000000005,-10.0,49.1,11.0
1.55,0.0,0.0,65.4,0.0,30.11337832847473,2.7,1.7639918977226994,-6.9,-4.670564767075232,-7.800000000000001,45.945342698340085,13.3
1.56,0.8,0.8,76.80000000000001,0.0,28.1,2.2,2.2,-6.4,-7.400952159279194,-8.9,38.5,13.700000000000001
1.57,0.0,1.8,76.2,0.6000000000000001,29.0,0.2,1.7000000000000002,-8.5,-7.2,-8.5,36.85789469648366,14.700000000000001
1.58,3.4000000000000004,0.0,87.2,0.5,30.200000000000003,-2.1384989063171904,1.2013141501513278,-5.0,-6.4,-7.909256434723386,31.6,17.2
1.59,0.6000000000000001,0.4,94.7,0.0,27.6,-0.30000000000000004,-1.2000000000000002,-9.1,-6.7,-7.1000000000000005,28.00355366777972,15.9
1.6,0.0,3.0,104.4,0.0,30.075320116337,-0.28051792701282796,1.0,-11.3,-8.1,-8.6,24.28125222713243,17.700149709553607
1.61,0.6000000000000001,0.4,110.9,1.3,29.1,-3.7,-0.0,-12.600000000000001,-5.800000000000001,-6.81099617223457,19.200000000000003,20.0
1.62,0.0,1.4000000000000001,124.10000000000001,3.7,30.5,-4.3,1.0,-14.100000000000001,-6.5,-6.2,15.100000000000001,19.900000000000002
1.6300000000000001,0.6000000000000001,0.0,126.5,0.0,31.205529582532822,-2.7,2.8000000000000003,-13.365775041480077,-10.846019431677792,-5.969024628256434,10.972539389431683,20.6
1.6400000000000001,2.8000000000000003,0.0,135.3,0.0,29.900000000000002,-3.8000000000000003,2.5,-12.3,-11.200000000000001,-4.0,5.9,19.6
1.6500000000000001,0.0,1.4000000000000001,134.70000000000002,77.9,30.902757962242536,-3.3000000000000003,1.774241881388721,-11.8,-7.6000000000000005,-4.3,0.7000000000000001,1.9000000000000001
1.6600000000000001,2.0,1.2000000000000002,138.4,83.2,33.0,-2.8000000000000003,-1.2000000000000002,-12.367697169120424,-7.4,-3.5,3.6,1.4747686878446602
1.67,0.6000000000000001,1.2000000000000002,139.5,90.4,31.515543597844065,-8.205845271112018,0.6000000000000001,-13.9,-9.573698060218435,-4.5,5.400581068351972,5.300000000000001
1.68,1.6,1.2000000000000002,133.1,100.2,29.900000000000002,-4.5,-0.8315668651011809,-14.9,-10.100000000000001,-2.509240166616782,8.3,6.018516120061419
1.69,3.2,2.2,128.1,103.7,29.700000000000003,-8.0,0.9,-14.5,-10.43314308556079,-1.2000000000000002,13.5,7.300000000000001
1.7,0.0,0.0,123.10000000000001,118.80000000000001,28.900000000000002,-7.055501521444416,1.3,-15.8,-10.600000000000001,-2.747354549451958,12.210608934055655,10.4
1.71,0.0,0.0,110.9,123.60000000000001,30.8,-7.5,-0.1,-12.8,-6.9,-0.1,13.8,9.9
1.72,0.0,0.0,101.30000000000001,131.1,28.700000000000003,-7.53583886493821,0.2,-14.4,-8.1,-0.4441936661108909,16.8,15.700000000000001
1.73,0.0,0.0,95.80000000000001,135.3,29.400000000000002,-8.4,3.0,-13.926905964077926,-6.300000000000001,-2.2,17.400000000000002,17.2
1.74,0.6000000000000001,0.0,90.9,140.0,29.873318755442163,-8.185716660918427,1.0,-16.2,-8.3,1.5,17.3,18.020426328682035
1.75,0.2,0.0,78.80000000000001,136.3,27.5,-8.911801995453706,0.1,-13.600000000000001,-4.0,2.1,18.400000000000002,19.700000000000003
1.76,0.8,3.0,1.5,140.9,28.636440298719442,-10.954318532940912,0.6564834218786192,-13.100000000000001,-4.1000000000000005,2.2,15.5,21.885796782555968
1.77,1.4000000000000001,0.0,1.1,133.6,24.200000000000003,-12.8,5.7,-14.640156245099902,-6.4,2.5,12.200000000000001,21.900000000000002
1.78,0.2,0.0,0.0,128.3,27.200000000000003,-12.600000000000001,10.0,-13.4,-4.086852643286726,1.5,9.600000000000001,18.63811700884742
1.79,2.4000000000000004,0.0,0.0,121.2,24.0,-11.700000000000001,16.726265255875614,-10.75205794863224,-3.7,3.9000000000000004,6.0,17.400000000000002
1.8,0.0,0.0,0.0,109.80000000000001,23.3,-12.9,17.6,-12.700000000000001,-3.5,2.7,4.800000000000001,16.8
1.81,4.2,0.0,0.0,102.7,20.380936856208002,-13.3,23.6,-8.8,-5.2,3.0,0.5,17.900000000000002
1.82,2.0,0.0,0.0,94.5,21.1,-10.5,29.0,-9.920397544847939,-1.0,4.7,14.3,15.214402321663556
