Time,L_PWM,R_PWM,L_Force_kg,R_Force_kg,L_Hip_Joint,L_Hip_Vert,L_Knee,L_Ankle,R_Hip_Joint,R_Hip_Vert,R_Knee,R_Ankle
0.66,153.20000000000002,0.0,135.70000000000002,0.0,26.900000000000002,-2.1,0.26383442113530065,-10.9,-8.34410217877766,-3.9000000000000004,20.200000000000003,17.900000000000002
0.67,142.20000000000002,3.6,134.20000000000002,77.80000000000001,24.400000000000002,-4.2,0.7000000000000001,-12.700000000000001,-8.200000000000001,-2.2514059730221865,18.6,1.3
0.68,128.4,6.4,140.8,81.80000000000001,25.5,-5.9,0.4,-13.9,-9.4,-3.932648030150475,14.120731707202431,-0.25722683374540256
0.6900000000000001,113.2,9.4,139.3,89.5,25.700000000000003,-5.300000000000001,-1.1,-14.200000000000001,-7.865164245737033,-2.5,10.4,3.7
0.7000000000000001,94.0,12.4,137.70000000000002,92.2,24.015544312523456,-6.025773819078945,0.2,-13.3,-9.363991112958493,-3.7,8.1,5.2
0.71,78.4,21.400000000000002,130.5,98.10000000000001,26.611536225640094,-4.800000000000001,-0.7000000000000001,-12.9,-7.1000000000000005,-0.5,4.5,5.350793374209798
0.72,64.60000000000001,30.8,127.0,108.80000000000001,25.200000000000003,-4.024453997103651,0.7785593263461429,-12.168619181154352,-4.9,0.7000000000000001,1.6661479526938985,8.700000000000001
0.73,49.400000000000006,43.400000000000006,120.30000000000001,112.4,24.387216109981853,-6.9,0.6000000000000001,-11.4,-7.565380666331074,-0.7154444316546424,4.9,9.5
0.74,37.6,58.800000000000004,114.5,118.9,26.058688993756608,-7.4,1.5,-11.200000000000001,-6.0682080235646225,0.5,6.2859960083987545,8.6
0.75,29.200000000000003,76.4,107.5,127.2,25.3,-6.304428365451247,0.4,-12.200000000000001,-8.1,-0.7331742731263486,7.538308822408682,11.700000000000001
0.76,18.0,93.2,100.10000000000001,132.70000000000002,24.5,-8.1,0.5,-11.66089639328086,-7.2,-0.1,9.1,11.700640957567531
0.77,12.8,115.60000000000001,94.80000000000001,138.0,22.8,-8.0,0.2,-12.4,-5.6000000000000005,0.9,10.59235659161792,13.3
0.78,7.800000000000001,137.20000000000002,88.10000000000001,137.70000000000002,22.6,-8.4,0.2,-12.700000000000001,-7.1000000000000005,0.4380855028227259,11.945536764937629,15.4
0.79,3.8000000000000003,158.0,81.4,142.3,24.3,-11.200000000000001,0.1,-13.4,-4.800000000000001,-1.8,12.9,13.600000000000001
0.8,1.4000000000000001,175.8,77.30000000000001,136.1,23.15214155386707,-8.200000000000001,-0.4,-11.5,-4.4,-0.3951506761337817,12.498830178325903,16.508714426404133
0.81,1.8,191.0,1.3,135.9,21.5,-10.200000000000001,-0.2,-12.200000000000001,-4.127866954647203,1.1352440095705285,14.036176913420512,16.3
0.8200000000000001,0.0,197.60000000000002,1.2000000000000002,133.1,19.8,-9.099042680917396,0.9,-9.0,-4.4,2.6,13.4,16.605371342912346
0.8300000000000001,3.8000000000000003,202.60000000000002,0.0,128.9,20.5,-10.119112079187365,0.6022659322996375,-10.700000000000001,-1.5,1.9000000000000001,15.4,15.8
0.84,1.2000000000000002,195.8,0.0,114.60000000000001,21.200000000000003,-10.3,2.0,-9.890941339395281,-1.3008213825489325,1.9000000000000001,15.153537889952801,16.400000000000002
0.85,0.0,184.4,0.0,118.7,19.700000000000003,-7.859270358007928,2.2,-8.6,-3.1592156228031607,0.6485225291047351,14.700000000000001,16.3
0.86,1.4000000000000001,169.60000000000002,0.0,105.80000000000001,18.900000000000002,-9.794686027666105,1.849612898125365,-7.7,-2.374021820595294,5.505020668083447,12.593416369479279,14.8
0.87,0.0,152.8,0.0,99.80000000000001,18.400000000000002,-9.3,7.386429235741538,-7.0,-4.4,3.261815181919072,9.4,13.81157716575282
0.88,2.4000000000000004,128.0,0.4,92.30000000000001,18.400000000000002,-10.4,10.9,-5.4,-2.1,1.2000000000000002,7.5,13.3
0.89,0.0,106.80000000000001,0.9,90.4,18.7,-10.100000000000001,11.600000000000001,-6.231489672724449,-0.34981797140456394,4.5,6.7,15.100000000000001
0.9,0.0,88.2,0.0,83.30000000000001,17.1,-10.471252307196659,17.1,-6.5,-0.2,5.5,3.3000000000000003,12.100000000000001
0.91,0.0,71.2,0.0,80.60000000000001,16.400000000000002,-10.857576216757916,20.6,-6.503371411099803,1.3,4.7,3.0,12.900335128186294
0.92,0.0,54.2,3.1,72.7,15.39282377405354,-10.0,21.400000000000002,-5.4,5.2,5.286126772089668,16.120026185074916,12.600000000000001
0.93,0.0,38.800000000000004,2.1,71.4,14.3,-11.333686488542421,25.3,-2.9000000000000004,5.9,6.853618929726867,17.2,13.4
0.9400000000000001,0.0,29.0,0.5,64.2,15.198120157482336,-8.807212551628437,28.700000000000003,-5.799562933785188,4.3,6.1000000000000005,15.9,11.5
0.9500000000000001,1.8,19.400000000000002,2.1,64.4,14.23226782681899,-10.5,31.900000000000002,-4.6000000000000005,6.7,5.9,13.200000000000001,9.1
0.96,3.2,9.8,0.4,64.7,15.0,-13.10667895982854,32.800000000000004,-3.3000000000000003,7.4,2.9000000000000004,12.0,9.279380691376668
0.97,0.0,8.0,2.2,62.400000000000006,12.5,-12.0,37.865682609733966,-3.5,7.300000000000001,1.3,12.8,8.3
0.98,2.4000000000000004,4.2,0.2,61.5,10.4,-11.4,36.499706652579164,-2.4000000000000004,7.4,5.4,11.100000000000001,8.05957043861607
0.99,0.0,4.800000000000001,0.0,59.2,9.1,-11.8,42.900000000000006,0.8,8.9,4.134930094693625,9.3,5.5708379410588655
1.0,0.4,1.6,0.9,62.1,10.491441164991148,-11.114552774956167,44.08101863772331,-1.106779264288914,9.89594265764038,4.0,13.936356453234325,7.7
1.01,0.0,0.0,3.3000000000000003,62.5,7.6000000000000005,-10.9,44.7,0.27624318788653845,8.9,6.5,10.9,6.224025511378798
1.02,0.4,0.0,2.1,61.1,8.700000000000001,-13.5,48.400000000000006,-1.6027678192276147,11.151067019925966,4.2,12.5,7.0
1.03,0.0,0.8,1.7000000000000002,60.800000000000004,6.0,-10.3,47.800000000000004,-0.4,11.9,5.5,10.010963289282122,6.1000000000000005
1.04,0.0,0.0,0.5,59.1,6.6000000000000005,-12.3,50.7,2.6,14.8,5.800000000000001,10.4,5.5
1.05,0.8,0.0,1.5,61.900000000000006,4.1000000000000005,-12.4,52.2,4.09465461520977,12.9,6.1000000000000005,9.967326202594112,4.800000000000001
1.06,0.2,0.4,1.7000000000000002,61.2,5.5,-12.3,53.400000000000006,2.9000000000000004,13.278066104698068,5.300000000000001,8.5,4.3
1.07,0.0,0.0,2.3000000000000003,57.900000000000006,2.3000000000000003,-10.5,53.0,2.8000000000000003,15.9,4.5,6.738579416523259,4.5
1.08,1.0,2.0,0.0,60.2,3.3781159874733473,-11.600000000000001,54.300000000000004,4.4,15.09357624412269,3.2,10.0,-0.9
1.09,0.8,2.4000000000000004,2.4000000000000004,60.800000000000004,2.1,-11.9,55.6,1.1709493523951942,18.3,2.95178869416069,7.107481316267396,1.7000000000000002
1.1,0.0,0.0,0.4,58.2,1.7000000000000002,-11.4,55.0,5.2,15.700000000000001,4.0,4.660801818175071,0.8741063518631976
1.11,1.6,0.4,1.7000000000000002,61.800000000000004,0.4,-12.9,56.400000000000006,4.2,17.1,3.4000000000000004,7.0,0.1
1.12,0.0,2.0,1.9000000000000001,60.6,-0.30000000000000004,-11.549109413344835,55.400000000000006,7.0,20.400000000000002,3.3000000000000003,4.9,-2.4000000000000004
1.1300000000000001,1.6,2.0,2.0,60.0,-0.30000000000000004,-11.8,57.1,4.0,18.400000000000002,5.7,5.6000000000000005,0.8
1.1400000000000001,0.0,0.0,1.2000000000000002,57.5,-2.3000000000000003,-10.4,57.400000000000006,6.4,22.1,3.1,6.1000000000000005,-0.26702896643722707
1.1500000000000001,0.6000000000000001,3.8000000000000003,0.0,62.300000000000004,-3.0,-8.968402789222191,54.6,7.7,19.5,3.009218499012994,6.1000000000000005,-2.6
1.16,1.0,4.4,2.6,65.2,-2.8000000000000003,-8.9,55.300000000000004,7.4,21.900000000000002,4.3,1.3963846777389837,-2.4000000000000004
1.17,0.0,11.200000000000001,1.2000000000000002,63.1,-3.4000000000000004,-7.7,53.006596682382856,8.440343065233607,19.0,1.2606133285907357,5.800000000000001,-3.5
1.18,0.0,15.200000000000001,0.30000000000000004,65.3,-4.703790353192485,-7.7,51.0,10.5,21.5,1.7000000000000002,2.0,-6.300000000000001
1.19,0.6000000000000001,20.0,2.1,64.0,-2.9000000000000004,-9.33884406784461,50.300000000000004,10.0,20.400000000000002,1.5,2.3000000000000003,-4.800000000000001
1.2,1.8,28.8,4.4,68.0,-4.926200951957599,-8.3,49.5,9.438534095084748,25.1,1.1,4.2,-4.1000000000000005
1.21,1.0,37.800000000000004,0.0,71.7,-5.240863938888505,-7.950451940207824,45.6,12.200000000000001,22.200000000000003,0.9,4.4,-6.0
1.22,0.0,50.6,0.0,72.9,-6.9,-10.200000000000001,46.6,12.0,23.5,-0.1,1.9000000000000001,-4.7
1.23,0.6000000000000001,70.8,5.5,81.0,-3.2,-8.700000000000001,44.0,12.600000000000001,25.6,1.9000000000000001,3.5,-5.609651163299548
1.24,0.8,83.60000000000001,0.30000000000000004,85.0,-3.2,-7.1000000000000005,43.0,11.700000000000001,24.900000000000002,2.1,2.1198943393526295,-5.0
1.25,0.0,103.2,0.6000000000000001,90.4,-7.300000000000001,-6.7,40.2,10.3,26.5,1.3,4.6000000000000005,-7.0
1.26,3.2,118.60000000000001,0.0,97.0,-5.2,-5.5,37.19667103027852,12.82596164284506,24.700000000000003,-0.0,0.2,-7.108552414510188
1.27,2.0,136.0,2.1,107.5,-7.0,-5.172704150808882,34.1,13.3,24.3,-3.749244215860584,2.1,-9.3
1.28,0.0,142.8,4.7,109.7,-5.2,-7.5,33.7,14.290094657761228,25.200000000000003,-1.2000000000000002,-0.6000000000000001,-7.2
1.29,1.8,155.20000000000002,0.0,115.60000000000001,-6.9,-4.4,31.718948992171256,14.587034190789215,23.900000000000002,-2.8000000000000003,-1.1,-10.9
1.3,1.6,162.20000000000002,0.0,121.4,-7.300000000000001,-4.4,25.8,16.3,26.13928992926503,-3.5,0.30000000000000004,-11.163150125881808
1.31,1.6,161.20000000000002,0.0,130.20000000000002,-10.53869569663139,-3.4000000000000004,24.5,17.8,27.215438428414735,-1.9000000000000001,-1.1,-10.8
1.32,0.0,155.0,0.7000000000000001,128.3,-8.700000000000001,-2.5,19.3,18.6,27.486248456548992,-2.4000000000000004,0.0,-11.600000000000001
1.33,0.6000000000000001,143.8,2.8000000000000003,136.20000000000002,-7.6000000000000005,-3.4919989982393487,16.400000000000002,18.900000000000002,27.799065490245294,-1.4000000000000001,1.2951015746316379,-13.0
1.34,2.8000000000000003,141.8,79.9,134.20000000000002,-6.6000000000000005,-0.9,14.241429070886753,0.6216465377395965,24.831738948859698,-2.1,1.3370790107264554,-10.100000000000001
1.35,5.4,128.0,84.0,138.0,-8.5,-3.6345393582258403,12.170051435076877,2.7,26.200000000000003,-3.5243849557738596,2.5,-15.0
1.36,9.600000000000001,111.4,92.5,137.3,-8.6,-3.9000000000000004,6.300000000000001,5.7,26.1,-4.7,2.0923694314560772,-12.82857111717236
1.37,15.8,97.80000000000001,93.30000000000001,136.20000000000002,-7.300000000000001,-2.0,5.4,2.5,27.5,-4.4,0.20834526895331612,-13.700000000000001
1.3800000000000001,20.6,80.2,99.60000000000001,133.20000000000002,-9.9,-3.0,1.2000000000000002,6.9,24.700000000000003,-7.4,-1.8,-12.5
1.3900000000000001,30.6,63.800000000000004,111.0,129.6,-7.918084554010307,-1.8984607028606755,1.0321180070368399,5.3108119235003075,22.400000000000002,-6.6000000000000005,-2.3000000000000003,-15.5
1.4000000000000001,41.800000000000004,49.2,115.10000000000001,120.60000000000001,-5.9,1.0,2.1,8.4,23.97996555991137,-9.1,-0.1288829563998097,-11.600000000000001
1.41,60.2,37.2,120.10000000000001,114.5,-6.1000000000000005,-0.32388912591421914,6.2,10.4,24.6,-5.7,-0.09873136499548885,-11.3
1.42,74.0,27.400000000000002,126.80000000000001,109.10000000000001,-5.6000000000000005,0.275232252454307,4.144926571554854,11.700000000000001,23.1,-5.4,0.8722857309932729,-13.4
1.43,93.2,20.8,134.3,99.10000000000001,-7.548732358244151,-0.2,10.200000000000001,16.010059832394674,27.11150347754687,-7.1000000000000005,3.772518714794946,-10.731038076330018
1.44,112.80000000000001,10.200000000000001,135.4,95.60000000000001,-5.9,-0.6000000000000001,11.5,14.0,23.200000000000003,-7.694814780696244,0.7779902542243242,-10.4
1.45,138.6,9.0,137.8,89.0,-2.6,1.1,10.5,13.662411152749486,25.076224688388788,-6.1000000000000005,0.30000000000000004,-10.3
1.46,156.60000000000002,2.2,139.5,83.60000000000001,-5.800000000000001,2.5,13.700000000000001,16.900000000000002,22.19799634372237,-9.042491208779545,0.6544199267447676,-13.651459359447218
1.47,177.0,3.4000000000000004,137.0,78.5,-3.3000000000000003,0.9329529249382486,14.5,16.900000000000002,24.5,-7.9,-0.0,-14.100000000000001
1.48,187.0,1.0,137.4,0.2,-5.5,1.5880644423959436,11.600000000000001,17.400000000000002,22.400000000000002,-8.700000000000001,1.6,-9.700000000000001
1.49,197.0,0.0,128.8,0.5,-4.5,3.0950723803390803,12.687360968151797,17.2,21.6,-9.600000000000001,1.1,-11.895939555974193
1.51,197.0,0.0,126.4,0.0,-3.2,3.7,16.6,15.5,22.3,-8.6,3.066330964173977,-11.0
1.52,197.20000000000002,0.6000000000000001,122.0,0.0,-2.2,3.1,13.8,16.5,19.900000000000002,-9.5,0.5,-9.0
1.53,186.20000000000002,0.0,112.7,2.5,-1.0,3.5,14.600000000000001,15.700000000000001,21.200000000000003,-7.98851121170198,3.1,-10.600000000000001
1.54,171.8,0.2,109.10000000000001,1.9000000000000001,-1.6,2.0,14.4,17.611828378029546,19.3,-11.0,4.3,-9.0
1.55,149.4,0.0,96.5,1.4000000000000001,-1.1,3.6,11.561366270059672,14.4,18.5,-11.9,7.4,-7.0
1.56,129.8,0.2,91.80000000000001,0.0,-0.30000000000000004,4.0,10.03219111707829,12.700000000000001,18.400000000000002,-10.582800777886261,7.6000000000000005,-9.200000000000001
1.57,109.60000000000001,0.0,85.9,0.1,0.5,3.0,4.3,13.8,16.5,-10.153030189988655,10.600000000000001,-7.6000000000000005
1.58,85.2,0.0,82.4,1.0,0.8,3.9000000000000004,3.8000000000000003,10.840186301112338,16.900000000000002,-11.200000000000001,14.4,-7.800000000000001
1.59,68.60000000000001,0.0,76.7,2.1,2.6,6.0,-1.7000000000000002,11.358581647067044,16.8,-9.0,19.8,-6.800000000000001
1.6,55.400000000000006,0.0,76.5,0.0,2.2,5.6000000000000005,11.820109580943825,10.3,12.9,-9.9,23.5,-3.9000000000000004
1.61,37.800000000000004,0.0,67.3,0.4,4.0,4.4,13.0,10.0,16.152465850356204,-12.100000000000001,26.200000000000003,-3.1
1.62,25.400000000000002,0.0,64.7,1.9000000000000001,4.4720203286681235,5.1000000000000005,12.8,13.100000000000001,15.100000000000001,-11.460046291961188,28.5,-3.9309479295942347
1.6300000000000001,17.2,0.0,67.10000000000001,1.0,4.5,4.3,13.8,11.4,11.100000000000001,-13.9,32.29243606253331,-3.0
1.6400000000000001,12.200000000000001,2.4000000000000004,61.2,0.30000000000000004,6.9,7.234296473778012,13.471271220483406,11.100000000000001,10.100000000000001,-10.5,35.300000000000004,-2.5
1.6500000000000001,11.600000000000001,1.8,62.7,1.8,7.800000000000001,3.9000000000000004,13.5,9.58391712990708,12.700000000000001,-12.700000000000001,36.1,-3.3000000000000003
1.6600000000000001,8.4,4.6000000000000005,59.7,0.0,8.8,6.558779062571885,12.794522359318256,7.4,11.83522753194917,-11.700000000000001,39.6,-1.7000000000000002
1.67,4.4,3.0,56.800000000000004,0.0,7.128752314093236,5.4,12.4,7.4,10.8,-12.293320889742118,41.663106049870734,-2.9000000000000004
1.68,1.2000000000000002,0.0,59.6,0.9,6.1000000000000005,3.7,9.5,6.9,7.6000000000000005,-13.770663519129002,44.300000000000004,-2.033419516995516
1.69,3.2,0.0,61.5,0.7000000000000001,9.373461719243032,3.8000000000000003,9.0,5.5,10.600000000000001,-11.013635891835301,45.800000000000004,-0.4
1.7,0.0,1.4000000000000001,57.900000000000006,0.0,10.700000000000001,2.7,9.5,4.800901429144708,6.7,-13.200000000000001,47.6,-1.0
1.71,1.8,0.0,60.2,0.0,11.200000000000001,3.0,9.4,3.9000000000000004,7.054834883151218,-12.5,48.2,-0.6638335030673995
1.72,2.6,0.8,61.7,0.0,12.46107295110395,3.0,8.3,4.6000000000000005,6.272436049983844,-10.791428778393644,50.66333847505171,0.6000000000000001
1.73,0.0,3.6,56.5,0.0,14.700000000000001,6.4,10.8,3.6,7.1000000000000005,-12.9,51.400000000000006,3.3000000000000003
1.74,2.8000000000000003,0.0,59.800000000000004,0.6000000000000001,14.5,6.8094617853091055,10.5,4.5,4.6000000000000005,-9.9,51.7,4.409984596713747
1.75,0.0,0.0,61.900000000000006,0.0,15.100000000000001,2.907821568137304,8.00779922064899,0.6000000000000001,4.2,-12.70966458300635,54.300000000000004,3.0
1.76,0.0,3.2,61.0,2.3000000000000003,15.9,6.992521456926667,7.866985408665143,4.2,2.8000000000000003,-12.8,53.5,4.261503825428177
1.77,1.8,0.0,59.0,0.6000000000000001,14.9,4.23297746414241,9.600000000000001,-0.5,0.6833511878958811,-11.200000000000001,55.300000000000004,3.538690808855626
1.78,0.2,0.8,60.400000000000006,2.4000000000000004,16.400000000000002,3.9000000000000004,6.800000000000001,-0.9,-1.4000000000000001,-9.116295823828795,55.300000000000004,2.2943905005680625
