Time,L_Hip_Joint,L_Hip_Vert,L_Knee,L_Ankle,R_Hip_Joint,R_Hip_Vert,R_Knee,R_Ankle
0.96,-3.146689471290297,-10.4,53.2,10.0,24.6,2.8000000000000003,0.8,-4.4
0.97,-4.628232422672537,-11.600000000000001,51.0,13.0,26.200000000000003,3.8000000000000003,2.2,-3.0
0.98,-6.639604912396596,-11.442609594297913,47.6,12.8,27.0,2.4000000000000004,0.8,-5.189761474649342
0.99,-6.03537035061797,-7.800000000000001,46.0,14.0,29.0,0.2,-0.3211327119145701,-4.6000000000000005
1.0,-7.4,-8.4,40.400000000000006,13.753841054076378,28.6,0.6271441795685777,2.4000000000000004,-6.0
1.01,-7.4,-8.8,37.0,12.022435072698721,30.8,0.0,1.6,-7.0
1.02,-7.2,-8.0,33.0,15.4,28.200000000000003,0.2,0.0,-7.872172552324001
1.03,-7.328138855533334,-7.0,27.6,16.32643853734694,29.979715958915463,0.2,0.4,-7.94020235152745
1.04,-6.2,-6.0,24.200000000000003,18.0,30.400000000000002,-1.2000000000000002,2.2,-9.0
1.05,-8.8,-7.0,19.6,17.8,31.200000000000003,-1.862970605008048,0.9432035947632307,-11.0
1.06,-7.800000000000001,-5.4,16.6,17.8,30.0,-4.6000000000000005,0.8,-10.95086673283158
1.07,-8.42251569347767,-5.6000000000000005,10.77173169592428,19.400000000000002,32.6,-1.6,2.0,-10.8
1.08,-7.6000000000000005,-4.800000000000001,5.6000000000000005,20.0,31.200000000000003,-3.6,0.9359394849519456,-13.0
1.09,-8.200000000000001,-3.8000000000000003,1.0,21.6,30.0,-3.8000000000000003,2.4000000000000004,-14.4
1.1,-9.8,-3.9259756575636118,1.2000000000000002,0.9310304979646752,31.26311864717997,-3.8000000000000003,0.8,-14.600000000000001
1.11,-10.600000000000001,-2.5757449737417932,4.4,2.0,30.8,-5.401775545815361,0.6000000000000001,-12.954340804526225
1.12,-8.4,-2.4000000000000004,8.4,5.4,33.752964379507354,-5.4,1.1901286208643347,-14.200000000000001
1.1300000000000001,-9.0,-3.8000000000000003,11.200000000000001,6.0341643252327355,31.98659080122797,-6.609171540072938,2.2,-13.677440456473484
1.1400000000000001,-9.200000000000001,-3.032484646823749,11.600000000000001,8.200000000000001,30.6,-5.0,1.6,-14.272377449053963
1.1500000000000001,-9.200000000000001,-1.6,15.8,10.0,30.200000000000003,-9.0,1.4000000000000001,-12.792025740615884
1.16,-7.4,1.2000000000000002,17.0,12.4,31.0,-8.4,0.4,-13.8
1.17,-5.6000000000000005,-0.8,17.2,12.8,30.6,-8.200000000000001,0.4101330006145273,-12.4
1.18,-7.2,0.2,16.0,16.0,26.200000000000003,-7.0,2.2,-12.4
1.19,-5.6000000000000005,0.4,17.6,18.72390721642303,29.200000000000003,-8.245433564084228,2.4000000000000004,-14.0
1.2,-5.6000000000000005,1.0687515997864714,16.2,19.8,28.0,-11.200000000000001,2.4000000000000004,-12.600000000000001
1.21,-6.2,2.2,15.600000000000001,20.400000000000002,26.0,-10.03195682626371,3.0,-14.0
1.22,-3.4794233216178743,3.8000000000000003,13.8,19.8,27.400000000000002,-9.600000000000001,7.4,-12.520891889776934
1.23,-4.4,3.4000000000000004,12.0,19.6,28.0,-8.6,12.0,-12.8
1.24,-2.6,2.4000000000000004,7.0,19.200000000000003,25.400000000000002,-11.525261063280805,16.400000000000002,-10.625229407844586
1.25,-2.0,6.43849507191619,7.196569394412856,19.200000000000003,25.200000000000003,-12.8,21.400000000000002,-10.200000000000001
1.26,0.24506899327353915,4.2,2.8000000000000003,15.412762401424082,25.0,-11.600000000000001,25.200000000000003,-9.200000000000001
1.27,-0.7681160327463377,3.8000000000000003,17.8,16.400000000000002,21.400000000000002,-12.4,30.200000000000003,-10.200000000000001
1.28,1.6,6.2,18.400000000000002,15.654464815751126,19.400000000000002,-12.200000000000001,34.800000000000004,-10.0
1.29,1.4000000000000001,4.6000000000000005,16.201963000125513,14.4,20.769857506447863,-12.200000000000001,36.6,-8.4
1.3,2.740570922336475,6.7655371538923275,16.400000000000002,13.980790689346884,18.8,-12.8,42.76710085742047,-5.800000000000001
1.31,0.8,4.5806210511043135,14.8,12.600000000000001,16.6,-12.8,45.16840353480222,-5.0
1.32,7.6000000000000005,6.951908617328633,15.0,10.927174469894386,16.8,-12.0,50.0,-3.6
1.33,7.2,6.0,14.600000000000001,11.4,16.6,-14.0,52.98791624029583,-4.424900029375145
1.34,7.077584679861586,7.275371839722531,14.0,11.200000000000001,14.600000000000001,-15.0,53.6,-3.0585155253020826
1.35,7.800000000000001,7.8027674393424125,10.784101927070084,9.600000000000001,12.845981330008215,-13.633816242238412,57.2,-3.0
1.36,9.600000000000001,4.800000000000001,11.268774798981394,10.0,12.200000000000001,-15.200000000000001,57.6,-0.2
1.37,12.0,7.4,12.200000000000001,7.800000000000001,11.200000000000001,-15.045851818565055,61.0,-1.4000000000000001
1.3800000000000001,10.600000000000001,4.663369069999678,11.0,7.6000000000000005,8.200000000000001,-14.8,63.400000000000006,1.2000000000000002
1.3900000000000001,13.4,5.0,9.8,4.800000000000001,8.8,-15.200000000000001,65.2,0.6000000000000001
1.4000000000000001,16.400000000000002,5.0,9.8,7.800000000000001,6.4,-12.600000000000001,65.4,3.4278937285983204
1.41,14.817289965648818,6.2,7.6390212977508005,4.634215591940597,7.2,-13.594206532629068,66.4,2.8000000000000003
1.42,17.000124718550495,5.6000000000000005,8.8,3.668749832394264,4.0,-12.8,65.60000000000001,3.6
1.43,20.200000000000003,5.175439963362696,7.800000000000001,3.0,5.4,-12.8,66.2,3.4000000000000004
1.44,19.781155082819662,5.4,7.0,1.4000000000000001,3.0,-13.372646714548752,65.4,7.223468270239041
1.45,20.463787640890185,5.6000000000000005,6.2,0.4,1.8,-12.0,65.4,6.800000000000001
1.46,21.8,5.4,6.0,0.8,1.6,-13.200000000000001,65.60000000000001,7.2
1.47,21.8,5.4,4.800000000000001,0.0,-0.6000000000000001,-12.36398510222887,62.800000000000004,7.536211586620666
1.48,24.400000000000002,5.800000000000001,4.2,-0.6000000000000001,-0.4,-12.600000000000001,59.6,7.6000000000000005
1.49,23.6,3.657734656495596,5.558608262760795,-1.8,-2.4000000000000004,-10.200000000000001,59.2,9.594785965930937
1.51,23.0,2.8000000000000003,1.8,-2.6,-3.0719797708286696,-11.4,57.400000000000006,9.8
1.52,25.400000000000002,3.6,1.213689149971179,-4.4,-2.8000000000000003,-10.200000000000001,53.2,10.600000000000001
1.53,25.55903415702697,1.4000000000000001,2.8000000000000003,-4.6000000000000005,-5.2,-11.0,52.3702632984241,12.4
1.54,26.965723024035185,1.4000000000000001,0.2,-4.800000000000001,-6.0,-8.959320450480494,47.400000000000006,12.600000000000001
1.55,27.539585729069852,2.5286218957483464,-0.6000000000000001,-6.2,-5.2,-8.6,43.800000000000004,13.0
1.56,29.841459055293484,1.0,2.430190264148987,-6.165252577270677,-6.2,-10.674106801357642,39.2,15.4
1.57,29.8,-0.6000000000000001,2.6,-7.4,-6.448553056714258,-8.4,37.4,13.8
1.58,29.8,-1.4000000000000001,-0.057574972527659155,-8.4,-6.800000000000001,-7.800000000000001,34.800000000000004,13.8
1.59,30.0,-0.522865549196114,-0.4,-8.8,-7.4,-7.616998335939271,29.200000000000003,15.600000000000001
1.6,29.400000000000002,0.0,0.2,-9.200000000000001,-7.4,-5.356166707234706,23.8,17.2
1.61,28.6,-0.6000000000000001,0.6000000000000001,-9.8,-8.246297353223234,-7.4,20.6,18.6
1.62,31.0,-2.2,3.2,-9.4,-10.321125951949883,-6.1352236637119795,16.2,18.0
1.6300000000000001,31.815287884864937,-0.8,0.9773481187808238,-11.4,-10.4,-6.0,12.0,23.200000000000003
1.6400000000000001,31.0,-3.6,2.2,-14.600000000000001,-6.7886759971253925,-3.6,4.800000000000001,20.6
1.6500000000000001,30.8,-4.2,2.2,-15.0,-8.8,-5.0,3.0,1.4000000000000001
1.6600000000000001,31.61745058708072,-7.2,2.8000000000000003,-14.187448441119557,-7.8577666776986375,-5.2,4.800000000000001,1.826731985411516
1.67,31.0,-5.6000000000000005,0.8,-14.600000000000001,-9.0,-2.4000000000000004,9.266453053370963,3.4000000000000004
1.68,32.6,-4.800000000000001,1.4648877250566268,-13.4,-8.6,-2.383647980266755,10.3267127314065,5.0
1.69,32.0,-4.800000000000001,1.2000000000000002,-13.4,-8.6,-0.6000000000000001,13.4,9.998962581811508
1.7,31.400000000000002,-7.6000000000000005,2.0,-14.4,-5.4,-0.4,13.8,11.600000000000001
1.71,30.8,-7.0,2.6107476960296325,-12.600000000000001,-7.4,-0.6000000000000001,17.2,12.200000000000001
1.72,28.200000000000003,-6.934074501274671,3.6,-12.4,-7.6364481377157505,-1.4000000000000001,16.2,12.8
1.73,29.8,-8.4,1.0,-15.600000000000001,-8.453148464940332,-0.8,17.8,15.627898173098362
1.74,29.0,-11.200000000000001,1.6,-15.200000000000001,-4.260063268860889,-0.8,17.0,19.200000000000003
1.75,28.6,-9.200000000000001,2.2,-12.8,-5.6000000000000005,1.3283690965615498,16.400000000000002,19.200000000000003
1.76,27.754955268963116,-9.200000000000001,3.0,-12.8,-3.9524508754547374,1.2000000000000002,16.2,20.0
1.77,27.0,-11.421887528835736,8.8,-12.4,-3.2,2.2,12.8,19.8
1.78,28.400000000000002,-11.200000000000001,11.600000000000001,-12.0,-3.8000000000000003,3.0,11.957531225579244,19.0
1.79,24.8,-12.4,16.0,-11.443195387219351,-1.8,5.2,7.6000000000000005,19.200000000000003
1.8,25.0,-14.200000000000001,22.200000000000003,-10.0,-2.2,4.2,5.2,15.600000000000001
1.81,22.6,-11.0,25.55471963936965,-9.4,-1.8,4.0,4.2,17.0
1.82,23.0,-12.4,30.200000000000003,-7.6000000000000005,1.4000000000000001,2.8000000000000003,17.2,15.4
1.83,22.200000000000003,-11.200000000000001,33.800000000000004,-8.87753990015288,1.0,4.6000000000000005,16.400000000000002,14.8
1.84,20.6,-12.200000000000001,38.800000000000004,-7.2,2.8000000000000003,5.800000000000001,16.0,15.200000000000001
1.85,20.8,-13.600000000000001,40.800000000000004,-5.6000000000000005,3.6,5.6000000000000005,15.0,12.4
1.86,17.2,-13.600000000000001,44.800000000000004,-5.4,5.0,4.1834633289368215,13.8,13.0
1.87,16.400000000000002,-13.0,46.0,-4.2,3.8000000000000003,5.2,16.2,12.65060326358904
1.8800000000000001,16.0,-12.756044453549668,51.2,-3.4000000000000004,6.0,5.800000000000001,13.0,11.8
1.8900000000000001,15.600000000000001,-13.600000000000001,55.6,-3.6,7.4,5.4,11.4,11.200000000000001
1.9000000000000001,13.600000000000001,-12.759638731764188,57.2,-3.4000000000000004,8.0,5.2,12.200000000000001,10.200000000000001
1.9100000000000001,13.624186942260335,-14.33579923246353,58.400000000000006,-2.368852462643352,10.4,3.8000000000000003,12.0,9.4
1.92,10.6424733515595,-15.0,62.800000000000004,-1.8,12.4,5.1318763385389525,10.8,7.0
1.93,8.8,-14.200000000000001,63.2,-1.8430358118649133,13.600000000000001,6.2,10.4,8.629730469299483
1.94,9.200000000000001,-13.8,65.93964556769906,2.0,13.200000000000001,6.800000000000001,9.8,5.218578277732884
1.95,7.6000000000000005,-15.200000000000001,66.2,-0.2,15.0,5.800000000000001,9.600000000000001,5.856574441111119
1.96,7.0,-15.200000000000001,66.2,4.2,16.2,6.6000000000000005,9.4,4.064094170859166
1.97,5.4,-13.200000000000001,68.2,2.8000000000000003,17.6,5.4,7.800000000000001,2.1822218299481286
1.98,4.0,-14.0,65.8,3.8000000000000003,17.2,4.4,10.0,2.6
1.99,3.1772621649161104,-13.4,64.8,3.4000000000000004,20.8,4.6000000000000005,7.800000000000001,2.2
2.0,2.2,-13.4,66.80291630295598,6.0,21.0,5.439766058029534,6.2,2.8000000000000003
2.0100000000000002,0.8,-11.230839203019391,64.60762971568467,6.257306028349177,21.999320420585658,4.130160875085067,4.4,2.4000000000000004
2.02,-0.0,-11.200000000000001,64.0,7.4,23.420993621895807,3.5497169706776286,5.249368447396388,-0.4
2.0300000000000002,-1.2000000000000002,-13.4,61.800000000000004,7.2,23.6,2.4000000000000004,5.2,-2.4000000000000004
2.04,-0.8,-12.405516799149737,60.6,9.4,23.0,2.6,4.6000000000000005,-3.2
2.05,-2.4000000000000004,-10.600000000000001,56.0,8.8,24.8,2.8000000000000003,1.4000000000000001,-1.8
2.06,-1.1517844569661262,-10.4,53.800000000000004,10.600000000000001,24.0,2.186713347834364,2.8000000000000003,-2.8000000000000003
2.07,-4.0,-10.600000000000001,50.800000000000004,11.8,26.8,1.4000000000000001,1.6,-4.800000000000001
2.08,-5.4,-11.200000000000001,47.800000000000004,13.594618259013219,27.0,3.39402373873838,2.8000000000000003,-6.252280017964178
2.09,-3.0,-10.4,42.973506312216735,13.8,27.8,2.0,1.4534332999463933,-4.800000000000001
2.1,-5.800000000000001,-9.600000000000001,41.0,13.8,29.6,3.0,-1.0,-8.0
2.11,-5.800000000000001,-8.4,37.800000000000004,14.604901693179594,28.6,-1.2149629279495981,1.6,-8.0
2.12,-6.6000000000000005,-6.4,32.2,15.600000000000001,29.200000000000003,0.0,-0.6000000000000001,-7.800000000000001
2.13,-7.024193505834877,-8.200000000000001,27.82086656454706,17.0,29.8,-1.2000000000000002,1.8,-11.149142335358713
2.14,-7.6000000000000005,-8.0,24.200000000000003,16.2,28.400000000000002,-1.2000000000000002,3.7378488126342724,-9.0
2.15,-9.4,-6.6000000000000005,20.6,18.64062984708262,30.200000000000003,-0.0,2.6,-8.445799502832083
2.16,-8.158697846158516,-5.0,14.200000000000001,17.6,28.200000000000003,-4.2,1.6758021520020348,-11.331367892840147
2.17,-10.274603182806766,-6.800000000000001,13.0,19.8,30.400000000000002,-3.6,0.6309367759838576,-12.476339528764496
2.18,-9.0,-3.4000000000000004,4.6000000000000005,20.844708897248534,31.8,-4.4,2.6,-13.200000000000001
2.19,-9.600000000000001,-4.4,0.6000000000000001,20.200000000000003,31.6,-4.800000000000001,1.8,-13.732596610780913
2.2,-8.6,-5.0,2.4000000000000004,-0.6000000000000001,30.37300019951872,-6.4,1.0,-14.8
2.21,-8.6,-5.1416000619830315,5.3309895497951025,2.6,31.0,-3.6,0.6000000000000001,-15.200000000000001
2.22,-8.4,-2.3554272873383657,8.200000000000001,2.0,29.8,-4.00585653654304,0.4,-14.4
2.23,-8.4,-2.6,9.4,6.4,30.8,-5.4,1.6,-14.0
2.24,-9.0,-1.8170453250015555,12.0,7.0,33.4,-7.765881735676769,0.8,-14.98573072118207
2.25,-8.4,-2.2,13.8,13.4,32.00859121377077,-6.820916988327114,1.4000000000000001,-15.4
2.2600000000000002,-6.800000000000001,-1.2000000000000002,15.8,13.022824133292891,29.761211045203794,-6.792359926535902,2.2,-14.600000000000001
2.27,-6.2,-0.8,17.343222350922584,14.0,29.6,-7.831460918795403,0.7636148889573754,-15.4
2.2800000000000002,-7.991813663764216,0.2,16.607403811361802,17.0,28.0,-8.823419600785524,1.8,-13.4
2.29,-7.800000000000001,0.0,15.4,18.2,27.6,-7.781792166553267,2.4000000000000004,-17.55604126135794
2.3000000000000003,-6.324875750297618,-0.4,17.6,18.270149090466038,28.0,-10.4,1.592966058370313,-15.200000000000001
2.31,-4.0,4.4,14.729890511015114,20.27716774981127,26.6,-10.4,2.8000000000000003,-12.600000000000001
2.32,-3.2,0.8,13.8,21.0,27.200000000000003,-10.001520855738077,7.2,-13.4
2.33,-4.4,2.8000000000000003,10.4,18.271501671099937,27.200000000000003,-10.8,11.600000000000001,-12.200000000000001
2.34,-2.4000000000000004,1.2553160372659398,8.4,18.6,25.0,-11.0,16.967542179130874,-11.600000000000001
2.35,-0.0,1.4000000000000001,7.2,18.251868669655032,24.0,-11.364314192822516,22.34400355997671,-11.4
2.36,-0.6000000000000001,3.8000000000000003,0.6000000000000001,16.432900035239083,21.16928580398852,-11.8,26.0,-8.8
2.37,1.4000000000000001,4.2,16.2,16.0,22.8,-13.0,29.200000000000003,-9.600000000000001
2.38,2.0,5.6000000000000005,15.4,15.8,19.8,-13.600000000000001,33.4,-9.200000000000001
2.39,1.0,4.927512646277184,17.8,15.0,19.6,-13.200000000000001,37.6,-6.800000000000001
2.4,2.8000000000000003,4.6000000000000005,15.060945402398577,13.8,19.8,-12.0,42.400000000000006,-8.6
2.41,4.2,4.2,15.4,12.600000000000001,18.8,-13.8,44.6,-6.2
2.42,5.4,6.845127408474079,11.142743419273044,12.4,16.2,-13.4,47.400000000000006,-5.6000000000000005
2.43,7.2,6.4,13.600000000000001,9.0,15.200000000000001,-14.0,52.0,-4.6000000000000005
2.44,7.876999136109183,4.2,12.427827179853526,11.600000000000001,13.600000000000001,-12.200000000000001,54.400000000000006,-4.0
2.45,5.6000000000000005,5.6000000000000005,13.4,9.226132137261068,12.0,-14.4,58.36658849035983,-2.2162411860696953
2.46,8.4,5.800000000000001,12.200000000000001,7.800000000000001,11.4,-13.8,57.0,-0.8
2.47,8.8,5.2,10.4,8.200000000000001,9.200000000000001,-14.99031382591172,61.412814709998344,-0.6000000000000001
2.48,12.16508041253468,6.4,11.782592550674309,7.4,10.424358071098677,-15.4,62.400000000000006,-0.5213253932945793
2.49,13.4,6.4,11.4,4.936600028307286,9.0,-14.4,65.0,1.2000000000000002
